record_id,product_id,quality_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,failure_twf,failure_hdf,failure_pwf,failure_osf,failure_rnf,air_temp_c,process_temp_c,temp_differential_c,power_w,type_encoded,failure_type
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,25.55000000000001,36.950000000000045,11.400000000000034,5655.568398820928,1,No Failure
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,25.55000000000001,37.05000000000001,11.5,7395.4347702565165,0,No Failure
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,25.650000000000034,37.05000000000001,11.399999999999977,4933.682766903555,2,No Failure
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,25.450000000000045,36.950000000000045,11.5,6397.350784211038,1,No Failure
1363,L48542,L,298.6,310.0,1517,41.2,64,0,0,0,0,0,0,25.450000000000045,36.85000000000002,11.399999999999977,6545.026582880784,0,No Failure
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,25.55000000000001,36.950000000000045,11.400000000000034,8193.462136121396,0,No Failure
1365,L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,25.55000000000001,37.05000000000001,11.5,5428.1066187255165,0,No Failure
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,25.55000000000001,36.950000000000045,11.400000000000034,5879.595370948417,0,No Failure
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,25.55000000000001,36.950000000000045,11.400000000000034,8136.97630020985,1,No Failure
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,25.650000000000034,37.05000000000001,11.399999999999977,6208.572481656829,1,No Failure
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,25.650000000000034,37.150000000000034,11.5,4847.1423612726685,2,No Failure
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,25.55000000000001,37.150000000000034,11.600000000000023,6436.23322928697,1,No Failure
1371,L48550,L,298.7,310.3,1451,40.0,86,0,0,0,0,0,0,25.55000000000001,37.150000000000034,11.600000000000023,6077.934587145053,0,No Failure
1372,M16231,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,25.55000000000001,37.150000000000034,11.600000000000023,6058.718512080595,1,No Failure
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,25.650000000000034,37.150000000000034,11.5,6885.470506774797,1,No Failure
1374,M16233,M,298.8,310.3,1366,59.0,94,0,0,0,0,0,0,25.650000000000034,37.150000000000034,11.5,8439.78394411386,1,No Failure
1375,L48554,L,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,25.650000000000034,37.150000000000034,11.5,5984.775892990603,0,No Failure
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,25.650000000000034,37.150000000000034,11.5,5936.437254027369,1,No Failure
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,25.650000000000034,37.05000000000001,11.399999999999977,4989.100461312878,1,No Failure
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,25.650000000000034,37.05000000000001,11.399999999999977,7144.892756132731,0,No Failure
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,25.650000000000034,37.05000000000001,11.399999999999977,6841.289242089812,2,No Failure
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,25.55000000000001,36.950000000000045,11.400000000000034,5903.680914625938,0,No Failure
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,25.55000000000001,36.950000000000045,11.400000000000034,5180.716669230832,0,No Failure
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,25.650000000000034,37.05000000000001,11.399999999999977,5918.037993052845,1,No Failure
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,25.650000000000034,36.950000000000045,11.300000000000011,5244.983182947767,0,No Failure
1384,M16243,M,298.9,310.2,1331,49.0,121,0,0,0,0,0,0,25.75,37.05000000000001,11.300000000000011,6829.717709149089,1,No Failure
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,25.75,37.150000000000034,11.400000000000034,6806.700306973788,0,No Failure
1386,M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,25.75,37.05000000000001,11.300000000000011,6059.9542051910075,1,No Failure
1387,L48566,L,298.9,310.2,1445,40.0,129,0,0,0,0,0,0,25.75,37.05000000000001,11.300000000000011,6052.801845916334,0,No Failure
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,4982.597364519948,0,No Failure
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,7073.013116218595,2,No Failure
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,25.75,37.05000000000001,11.300000000000011,6870.914460813164,0,No Failure
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,25.75,37.05000000000001,11.300000000000011,8085.747396005313,0,No Failure
1393,M16252,M,299.0,310.3,1494,46.6,144,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,7290.631239332762,1,No Failure
1394,L48573,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,25.950000000000045,37.25,11.299999999999955,5558.545545702565,0,No Failure
1395,L48574,L,299.1,310.4,1527,44.0,149,0,0,0,0,0,0,25.950000000000045,37.25,11.299999999999955,7035.9109069797,0,No Failure
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,25.950000000000045,37.25,11.299999999999955,6036.507452019717,0,No Failure
1397,L48576,L,299.0,310.3,1483,39.2,153,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,6087.736356224253,0,No Failure
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,25.950000000000045,37.05000000000001,11.099999999999966,6276.462298900905,0,No Failure
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,25.950000000000045,37.150000000000034,11.199999999999989,7183.272546384085,0,No Failure
1400,L48579,L,299.0,310.2,1533,43.5,159,0,0,0,0,0,0,25.850000000000023,37.05000000000001,11.199999999999989,6983.289230032071,0,No Failure
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,8969.058530439645,2,No Failure
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,25.75,37.05000000000001,11.300000000000011,6048.236064593118,2,No Failure
1403,M16262,M,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,7809.8317852160335,1,No Failure
1404,L48583,L,299.0,310.2,1372,48.0,174,0,0,0,0,0,0,25.850000000000023,37.05000000000001,11.199999999999989,6896.424193160315,0,No Failure
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,6611.272299969481,1,No Failure
1406,L48585,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,6233.317759791605,0,No Failure
1407,L48586,L,298.9,310.1,1442,48.0,181,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,7248.282570362371,0,No Failure
1408,L48587,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0,25.75,36.85000000000002,11.100000000000023,5535.821358841598,0,No Failure
1409,L48588,L,298.9,310.0,1452,48.9,185,0,0,0,0,0,0,25.75,36.85000000000002,11.100000000000023,7435.3958288101785,0,No Failure
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,6524.564342730401,0,No Failure
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,8183.9326384055075,1,No Failure
1412,L48591,L,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,4763.659772491275,0,No Failure
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,7883.093725897748,1,No Failure
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,25.55000000000001,36.650000000000034,11.100000000000023,5872.432539698233,1,No Failure
1415,M16274,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,25.55000000000001,36.650000000000034,11.100000000000023,6921.661654144153,1,No Failure
1416,L48595,L,298.7,309.9,1617,33.0,203,0,0,0,0,0,0,25.55000000000001,36.75,11.199999999999989,5587.9508529401655,0,No Failure
1417,M16276,M,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,25.55000000000001,36.75,11.199999999999989,3969.9887484393735,1,No Failure
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,25.55000000000001,36.75,11.199999999999989,6212.865991616734,0,No Failure
1419,L48598,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,6552.1056383268715,0,No Failure
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,25.55000000000001,36.650000000000034,11.100000000000023,7557.43623142663,0,Overstrain Failure
1421,M16280,M,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,5510.772393416976,1,No Failure
1422,L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,25.55000000000001,36.650000000000034,11.100000000000023,5291.510170147433,0,No Failure
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,25.55000000000001,36.650000000000034,11.100000000000023,5687.85349932432,0,No Failure
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,25.55000000000001,36.650000000000034,11.100000000000023,5382.867684513823,0,No Failure
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,25.55000000000001,36.55000000000001,11.0,7165.093196895313,0,No Failure
1426,L48605,L,298.6,309.7,1356,54.0,6,0,0,0,0,0,0,25.450000000000045,36.55000000000001,11.099999999999966,7667.9993488819655,0,No Failure
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,25.55000000000001,36.55000000000001,11.0,5876.99832102145,1,No Failure
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,25.55000000000001,36.650000000000034,11.100000000000023,5882.967347063271,0,No Failure
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,5533.559412131014,0,No Failure
1430,M16289,M,298.9,310.0,1456,43.8,15,0,0,0,0,0,0,25.75,36.85000000000002,11.100000000000023,6678.271999295039,1,No Failure
1431,L48610,L,298.9,310.0,1378,49.3,18,0,0,0,0,0,0,25.75,36.85000000000002,11.100000000000023,7114.178451956133,0,No Failure
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,25.75,36.75,11.0,6086.898598183296,1,No Failure
1433,L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,25.650000000000034,36.650000000000034,11.0,6440.6419309775065,0,No Failure
1434,L48613,L,298.8,309.8,1363,44.0,25,0,0,0,0,0,0,25.650000000000034,36.650000000000034,11.0,6280.253154036236,0,No Failure
1435,M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,25.650000000000034,36.650000000000034,11.0,7152.2754988686675,1,No Failure
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,6727.678779760496,2,No Failure
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,25.650000000000034,36.650000000000034,11.0,6989.205896196332,2,No Failure
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,6811.266088297007,2,No Failure
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,6068.11187411483,0,No Failure
1440,M16299,M,298.8,309.8,1534,37.0,47,0,0,0,0,0,0,25.650000000000034,36.650000000000034,11.0,5943.683861081649,1,No Failure
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,5050.183494474177,1,No Failure
1442,L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,25.650000000000034,36.75,11.099999999999966,6297.846072896338,0,No Failure
1443,M16302,M,298.8,310.0,1486,38.5,55,0,0,0,0,0,0,25.650000000000034,36.85000000000002,11.199999999999989,5991.121910150855,1,No Failure
1444,L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,25.75,36.950000000000045,11.200000000000045,6408.472022204748,0,No Failure
1445,L48624,L,299.0,310.2,1477,37.9,60,0,0,0,0,0,0,25.850000000000023,37.05000000000001,11.199999999999989,5862.03386801485,0,No Failure
1446,L48625,L,299.0,310.1,1618,29.2,62,0,0,0,0,0,0,25.850000000000023,36.950000000000045,11.100000000000023,4947.547662481397,0,No Failure
1447,M16306,M,299.0,310.2,1628,35.8,64,0,0,0,0,0,0,25.850000000000023,37.05000000000001,11.199999999999989,6103.318655786059,1,No Failure
1448,M16307,M,299.0,310.3,1662,33.6,67,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,5847.886229098184,1,No Failure
1449,M16308,M,299.0,310.3,1657,31.0,70,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,5379.139661231564,1,No Failure
1450,H30863,H,299.0,310.4,1677,30.8,73,0,0,0,0,0,0,25.850000000000023,37.25,11.399999999999977,5408.942903538619,2,No Failure
1451,M16310,M,299.0,310.3,1447,39.9,78,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,6046.026477760092,1,No Failure
1452,L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,25.75,37.25,11.5,4870.243539252065,0,No Failure
1453,L48632,L,299.0,310.3,1584,34.4,83,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,5706.137568568212,0,No Failure
1454,L48633,L,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,25.950000000000045,37.25,11.299999999999955,6210.4050773714225,0,No Failure
1455,L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,25.950000000000045,37.25,11.299999999999955,7013.417103579997,0,No Failure
1456,L48635,L,299.0,310.4,1382,53.0,89,0,0,0,0,0,0,25.850000000000023,37.25,11.399999999999977,7670.3031834946,0,No Failure
1457,L48636,L,299.0,310.3,1501,43.0,91,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,6758.927154688202,0,No Failure
1458,L48637,L,299.0,310.3,1475,42.4,93,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,6549.173485183522,0,No Failure
1459,L48638,L,298.9,310.3,1364,54.0,95,0,0,0,0,0,0,25.75,37.150000000000034,11.400000000000034,7713.238283093659,0,No Failure
1460,L48639,L,299.0,310.3,1472,36.1,97,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,5564.724011254624,0,No Failure
1461,L48640,L,299.0,310.3,1437,47.8,99,0,0,0,0,0,0,25.850000000000023,37.150000000000034,11.300000000000011,7193.053371512262,0,No Failure
1462,L48641,L,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,25.75,37.05000000000001,11.300000000000011,7041.785685241914,0,No Failure
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,25.75,37.05000000000001,11.300000000000011,4930.792501662252,0,No Failure
1464,L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,25.650000000000034,36.950000000000045,11.300000000000011,6647.243535853084,0,No Failure
1465,L48644,L,298.8,310.0,1412,46.3,107,0,0,0,0,0,0,25.650000000000034,36.85000000000002,11.199999999999989,6846.116822800829,0,No Failure
1466,L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,25.55000000000001,36.650000000000034,11.100000000000023,6621.576723873253,0,No Failure
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,25.55000000000001,36.650000000000034,11.100000000000023,7218.594519785947,0,No Failure
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,25.450000000000045,36.650000000000034,11.199999999999989,4882.956517523591,0,No Failure
1469,M16328,M,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,25.450000000000045,36.650000000000034,11.199999999999989,6672.020229914395,1,No Failure
1470,L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,25.450000000000045,36.650000000000034,11.199999999999989,6521.443694027836,0,No Failure
1471,L48650,L,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,25.350000000000023,36.55000000000001,11.199999999999989,6410.545473356117,0,No Failure
1472,L48651,L,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,25.350000000000023,36.450000000000045,11.100000000000023,7976.042980541959,0,No Failure
1473,M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,25.350000000000023,36.450000000000045,11.100000000000023,6701.121849862148,1,No Failure
1474,M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,25.350000000000023,36.35000000000002,11.0,6733.846773337042,1,No Failure
1475,M16334,M,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,25.350000000000023,36.35000000000002,11.0,8854.62078204488,1,No Failure
1476,M16335,M,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,25.25,36.35000000000002,11.100000000000023,5631.053504147417,1,No Failure
1477,L48656,L,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,25.25,36.35000000000002,11.100000000000023,5014.3588662477405,0,No Failure
1478,L48657,L,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,25.150000000000034,36.25,11.099999999999966,5852.996553148025,0,No Failure
1479,L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,25.150000000000034,36.25,11.099999999999966,5878.380621789029,0,No Failure
1480,L48659,L,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,25.05000000000001,36.150000000000034,11.100000000000023,6215.012746596688,0,No Failure
1481,M16340,M,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,25.05000000000001,36.150000000000034,11.100000000000023,4026.181369036583,1,No Failure
1482,M16341,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,25.05000000000001,36.05000000000001,11.0,8397.100171927086,1,No Failure
1483,M16342,M,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,24.950000000000045,35.950000000000045,11.0,7960.795784196536,1,No Failure
1484,L48663,L,298.0,308.9,1578,35.6,153,0,0,0,0,0,0,24.850000000000023,35.75,10.899999999999977,5882.820739406103,0,No Failure
1485,M16344,M,298.0,309.0,1562,39.2,155,0,0,0,0,0,0,24.850000000000023,35.85000000000002,11.0,6412.032493878816,1,No Failure
1486,M16345,M,298.1,309.0,1976,19.3,158,0,0,0,0,0,0,24.950000000000045,35.85000000000002,10.899999999999977,3993.676357047441,1,No Failure
1487,M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,25.05000000000001,36.05000000000001,11.0,5521.914575361708,1,No Failure
1488,L48667,L,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,25.05000000000001,35.950000000000045,10.900000000000034,7257.7597082007005,0,No Failure
1489,L48668,L,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,25.05000000000001,35.950000000000045,10.900000000000034,5960.480909802842,0,No Failure
1490,M16349,M,298.2,309.0,1723,26.6,168,0,0,0,0,0,0,25.05000000000001,35.85000000000002,10.800000000000011,4799.494872693223,1,No Failure
1491,L48670,L,298.2,309.0,1341,43.8,171,0,0,0,0,0,0,25.05000000000001,35.85000000000002,10.800000000000011,6150.798592757313,0,No Failure
1492,M16351,M,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,24.950000000000045,35.75,10.799999999999955,6545.885284872765,1,No Failure
1493,M16352,M,298.0,308.7,1479,58.5,176,1,0,0,1,0,0,24.850000000000023,35.55000000000001,10.699999999999989,9060.510292585643,1,Power Failure
1494,L48673,L,298.0,308.8,1496,44.9,179,0,0,0,0,0,0,24.850000000000023,35.650000000000034,10.800000000000011,7034.067839289594,0,No Failure
1495,M16354,M,298.0,308.7,1377,48.5,181,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,6993.656485788918,1,No Failure
1496,H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,24.75,35.35000000000002,10.600000000000023,6459.30299133983,2,No Failure
1497,L48676,L,298.0,308.7,1268,69.4,189,1,0,0,1,1,0,24.850000000000023,35.55000000000001,10.699999999999989,9215.254674725966,0,Power Failure
1498,L48677,L,298.0,308.7,1629,34.3,191,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,5851.184901384453,0,No Failure
1499,L48678,L,298.0,308.8,1790,27.2,193,0,0,0,0,0,0,24.850000000000023,35.650000000000034,10.800000000000011,5098.595437265995,0,No Failure
1501,M16360,M,298.0,308.7,2101,17.4,198,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,3828.28197581145,1,No Failure
1502,M16361,M,298.0,308.7,1436,48.2,201,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,7248.198794558275,1,No Failure
1503,L48682,L,298.0,308.7,1462,48.2,204,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,7379.433591674234,0,No Failure
1504,L48683,L,298.0,308.7,1771,26.2,206,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,4859.017581503237,0,No Failure
1505,L48684,L,298.0,308.7,1506,47.0,208,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,7412.273706879759,0,No Failure
1506,L48685,L,298.0,308.7,1626,36.7,210,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,6249.0676109616015,0,No Failure
1507,L48686,L,298.0,308.8,1610,33.7,212,0,0,0,0,0,0,24.850000000000023,35.650000000000034,10.800000000000011,5681.77975352738,0,No Failure
1508,M16367,M,298.0,308.6,1376,55.7,214,0,0,0,0,0,0,24.850000000000023,35.450000000000045,10.600000000000023,8026.057135587108,1,No Failure
1509,M16368,M,298.0,308.6,1507,37.3,217,0,0,0,0,0,0,24.850000000000023,35.450000000000045,10.600000000000023,5886.412627006708,1,No Failure
1510,L48689,L,298.0,308.5,1429,37.7,220,1,1,0,0,0,0,24.850000000000023,35.35000000000002,10.5,5641.598783487967,0,Tool Wear Failure
1511,M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,24.950000000000045,35.55000000000001,10.599999999999966,6301.856839517421,1,No Failure
1512,L48691,L,298.1,308.7,1642,30.3,3,0,0,0,0,0,0,24.950000000000045,35.55000000000001,10.599999999999966,5210.080088566384,0,No Failure
1513,H30926,H,298.0,308.7,1503,36.3,5,0,0,0,0,0,0,24.850000000000023,35.55000000000001,10.699999999999989,5713.394647598005,2,No Failure
1514,L48693,L,298.1,308.7,1568,32.9,10,0,0,0,0,0,0,24.950000000000045,35.55000000000001,10.599999999999966,5402.198951308912,0,No Failure
1515,M16374,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,24.950000000000045,35.650000000000034,10.699999999999989,6410.189426188711,1,No Failure
1516,M16375,M,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,25.05000000000001,35.75,10.699999999999989,6000.127809091146,1,No Failure
1517,L48696,L,298.2,308.9,1278,54.0,18,0,0,0,0,0,0,25.05000000000001,35.75,10.699999999999989,7226.91974031796,0,No Failure
1518,M16377,M,298.2,308.9,1408,38.8,20,0,0,0,0,0,0,25.05000000000001,35.75,10.699999999999989,5720.88211008906,1,No Failure
1519,H30932,H,298.2,309.0,1371,55.7,23,0,0,0,0,0,0,25.05000000000001,35.85000000000002,10.800000000000011,7996.892683786283,2,No Failure
1520,M16379,M,298.2,308.9,1512,38.5,28,0,0,0,0,0,0,25.05000000000001,35.75,10.699999999999989,6095.946385025635,1,No Failure
1521,L48700,L,298.3,309.1,1472,40.1,31,0,0,0,0,0,0,25.150000000000034,35.950000000000045,10.800000000000011,6181.313929399181,0,No Failure
1522,M16381,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0,25.05000000000001,35.75,10.699999999999989,5693.141846957862,1,No Failure
1523,H30936,H,298.2,309.0,1562,37.7,36,0,0,0,0,0,0,25.05000000000001,35.85000000000002,10.800000000000011,6166.674107633454,2,No Failure
1524,L48703,L,298.3,309.0,1519,36.9,41,0,0,0,0,0,0,25.150000000000034,35.85000000000002,10.699999999999989,5869.657466187562,0,No Failure
1525,L48704,L,298.2,309.0,1601,35.8,43,0,0,0,0,0,0,25.05000000000001,35.85000000000002,10.800000000000011,6002.096540487395,0,No Failure
1527,L48706,L,298.1,309.0,1787,27.6,47,0,0,0,0,0,0,24.950000000000045,35.85000000000002,10.899999999999977,5164.903986207763,0,No Failure
1528,H30941,H,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,24.950000000000045,35.950000000000045,11.0,6640.541471525424,2,No Failure
1529,L48708,L,298.1,309.0,1559,34.0,54,0,0,0,0,0,0,24.950000000000045,35.85000000000002,10.899999999999977,5550.775339872685,0,No Failure
1530,L48709,L,298.1,309.0,1557,36.0,56,0,0,0,0,0,0,24.950000000000045,35.85000000000002,10.899999999999977,5869.751713967169,0,No Failure
1531,L48710,L,298.1,309.0,1497,40.5,58,0,0,0,0,0,0,24.950000000000045,35.85000000000002,10.899999999999977,6349.0016732722925,0,No Failure
1532,H30945,H,298.1,309.0,1438,41.4,60,0,0,0,0,0,0,24.950000000000045,35.85000000000002,10.899999999999977,6234.3021254897285,2,No Failure
1533,M16392,M,298.1,308.9,1417,39.2,65,0,0,0,0,0,0,24.950000000000045,35.75,10.799999999999955,5816.80540577867,1,No Failure
1534,M16393,M,298.0,308.9,1339,51.4,68,0,0,0,0,0,0,24.850000000000023,35.75,10.899999999999977,7207.295258208536,1,No Failure
1535,L48714,L,298.0,308.8,1757,29.1,71,0,0,0,0,0,0,24.850000000000023,35.650000000000034,10.800000000000011,5354.184943586549,0,No Failure
1536,L48715,L,298.0,308.8,1581,36.1,73,0,0,0,0,0,0,24.850000000000023,35.650000000000034,10.800000000000011,5976.7857756749745,0,No Failure
1537,M16396,M,298.2,308.9,1326,54.4,75,0,0,0,0,0,0,25.05000000000001,35.75,10.699999999999989,7553.8967037035845,1,No Failure
1538,M16397,M,298.4,309.1,1467,39.6,78,0,0,0,0,0,0,25.25,35.950000000000045,10.700000000000045,6083.505678117419,1,No Failure
1539,L48718,L,298.4,309.1,1798,29.6,81,0,0,0,0,0,0,25.25,35.950000000000045,10.700000000000045,5573.26914327239,0,No Failure
1540,M16399,M,298.5,309.2,1449,46.4,83,0,0,0,0,0,0,25.350000000000023,36.05000000000001,10.699999999999989,7040.686127813158,1,No Failure
1541,M16400,M,298.4,309.1,1525,39.3,86,0,0,0,0,0,0,25.25,35.950000000000045,10.700000000000045,6276.116723709009,1,No Failure
1543,L48722,L,298.3,308.9,1379,54.7,91,0,0,0,0,0,0,25.150000000000034,35.75,10.599999999999966,7899.147264357593,0,No Failure
1544,L48723,L,298.4,308.9,1628,34.9,93,0,0,0,0,0,0,25.25,35.75,10.5,5949.8832705847335,0,No Failure
1545,L48724,L,298.4,309.0,1474,52.7,95,0,0,0,0,0,0,25.25,35.85000000000002,10.600000000000023,8134.609633744149,0,No Failure
1546,M16405,M,298.4,309.0,1544,38.8,97,0,0,0,0,0,0,25.25,35.85000000000002,10.600000000000023,6273.467313904482,1,No Failure
